Plate,Sample Name,Group,treatment ,E2 effect,age effect,duration effect,timing effect,Raw18S_Ct,Raw GAPDH_Ct,Ar-Rn00560747_m1,Arntl-Rn00577590_m1,Avp-Rn00566449_m1,Avpr1a-Rn00583910_m1,Bdnf-Rn02531967_s1,Clock-Rn00573120_m1,Crh-Rn01462137_m1,Cry1-Rn01503063_m1,Cry2-Rn01485701_m1,Cyp19a1;LOC100359906-Rn00567222_m1,Dbh-Rn00565819_m1,Dbp-Rn00497539_m1,Drd1a-Rn03062203_s1,Drd2-Rn00561126_m1,Esr1-Rn01640372_m1,Esr2-Rn00562610_m1,Gapdh-Rn01775763_g1,Gh1-Rn01495894_g1,Ghrh-Rn00580832_m1,Gper-Rn01643280_s1,Grin1-Rn01436038_m1,Grin2a-Rn00561341_m1,Grin2b-Rn00680474_m1,Hcrt-Rn00565995_m1,Igf1-Rn00710306_m1,Igf1r-Rn00583837_m1,Kiss1-Rn00710914_m1,Kiss1r-Rn00576940_m1,Lepr-Rn01433205_m1,Mtnr1a-Rn01488022_m1,Mtnr1b-Rn01447987_m1,Nkx2-1-Rn01512482_m1,Npvf-Rn00576645_m1,Npy-Rn01410145_m1,Nr3c1-Rn00561369_m1,Nr5a1-Rn00584298_m1,Oxt-Rn00564446_g1,Oxtr-Rn00563503_m1,Pdyn-Rn00571351_m1,Per1-Rn01496757_m1,Per2-Rn01427704_m1,Pgr-Rn01448227_m1,Pomc-Rn00595020_m1,Slc17a6-Rn00584780_m1,Tac2-Rn00569758_m1,Tacr3-Rn00566955_m1,Trh-Rn00564880_m1,,ABV ID,Pitutary weight,Pit index,Body Weight (g),Adrenal Weight (g),Ad index,Uterus Size (mm),E2 RIA,LH,FSH,GH,TSH,PRL,BDNF,ACTH,Note
3,ABV19,Y-VEH 3mo,1,1,1,,,9.369,22.032,1.0886194818,0.6794314324,1.8328642354,0.7992948558,0.7408224863,0.8730280164,1.7220172174,0.8338155498,1.0176208143,1.3743030555,,1.1481409312,0.6289859936,0.968349711,0.9926795747,0.7015414807,0.9435036089,54.485477689,1.9422108116,0.7755543299,0.8418880661,1.255445942,0.9518459097,0.5685659415,0.7978555773,0.8900138927,4.9379087388,1.3252823622,1.4499464227,1.5821648451,,1.1146570524,,1.8872686969,0.8969502407,2.6324390205,3.0639643462,0.8799539477,1.1873949331,0.7447354187,0.7051977894,0.8151852906,13.5573177762,0.6565604915,1.6755100387,1.2642660474,1.4433289804,,ABV19,0.0078,2.2285714286,350,0.0497,14.2,1.88,23.4116442667,54.466076616,45.15574812,8922.330816,8.486661624,7.228267536,3.538633,0.024073,
3,ABV20,Y-VEH 3mo,1,1,1,,,8.685,21.272,0.9365966349,0.7799209813,2.4369893157,1.0775835327,0.8676588385,0.7797588124,1.6668214458,0.9187856201,1.2563166053,1.7884380882,,0.9587986215,0.8532851208,0.5523291073,1.6081478074,1.4485407945,0.994539062,5.222714521,6.4876671431,1.1878064362,0.8059154167,0.7511640424,0.808769191,0.4025945607,0.5098693526,0.7026605274,8.1054943248,0.9332268819,1.4044444784,0.7473727779,,1.9773933741,,2.4799307567,1.0425379185,4.3061545879,0.8469798246,0.861247579,1.6164174843,0.9374410507,0.6750657162,0.7532496092,17.9635411857,0.8213106117,2.1986231299,1.321613282,0.9397833892,,ABV20,,,324,0.0487,15.0308641975,1.99,23.9290176889,43.955942,54.351893,3188.256,6.834597,0.994908,4.312426,0.017841,
4,ABV25,Y-VEH 3mo,1,1,1,,,9.0419998169,21.6560001373,0.7623365771,0.8422960754,4.7836095942,0.8614259666,1.0615699769,0.7012979346,1.9146760452,0.7965299522,1.1174423515,0.6514377709,,0.9694911699,0.6302954074,0.7108415544,1.2374753994,0.9425237315,0.9760991599,31.4459081547,2.4978724107,0.6667879291,0.8613668613,1.1182165984,0.9964025805,0.6313011648,0.6400248123,0.8015696088,3.7189620752,0.6960678207,1.3755410362,0.6206707414,,1.3091226375,,1.3262007143,0.9145279616,4.6634550507,4.3783868172,0.709807698,2.2748939825,0.9092822662,0.6050389982,0.8174484274,18.8566328684,0.7209645177,1.7515113419,2.151436749,0.8358984957,,ABV25,0.0073,2.417218543,302,0.0441,14.6026490066,1.55,,47.779652,53.702121,5792.015,7.669143,7.26437,3.745627,,
,ABV26,Y-VEH 3mo,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABV26,0.0125,3.5816618911,349,0.0449,12.8653295129,1.89,17.0470644152,123.058373,113.183042,18976.14,6.848432,2.103421,4.640194,0.021853,
4,ABV27,Y-VEH 3mo,1,1,1,,,8.8249998093,21.5359992981,0.7919599369,0.749707182,0.7270367485,0.6332290851,1.1918479906,1.0418152667,3.3942658715,1.0664372592,0.8932893687,1.1588546317,,0.5220641728,0.5024665415,1.019314627,1.1538047112,0.9941941779,0.9126290312,0.4792333267,0.5493126297,1.1206218192,0.9225504439,0.8404302308,0.7806784909,0.8335844908,0.9822749535,0.7169276621,0.4459332303,0.9299983146,0.4540745582,0.8838670151,,0.7735682188,,0.3343194559,0.8162599524,0.1419444308,1.9350877209,0.7914119022,0.5774626834,0.8819693646,0.9298693463,0.8265645603,0.2171856364,0.7474242389,0.8092183631,0.5412249493,1.3903035206,,ABV27,0.015,5.0847457627,295,0.0528,17.8983050847,3.25,52.2044359051,8.54442164,18.6064268,25267.875,5.48540852,92.34645944,2.388834,0.026186,
8,ABV76,Y-VEH 3mo,1,1,1,,,8.7620000839,21.5340003967,1.0334725955,0.7276920025,,1.1217881046,1.0959636546,0.9480925508,3.5237227829,0.7662036526,0.9370511728,1.2308880017,,0.8294921514,0.4377260146,1.2610282047,1.1920129789,1.2299508572,0.8748451772,0.9840464648,4.8456832925,0.9554815667,0.967075544,1.3530360112,1.0941419636,0.7804613643,0.6034054797,0.9355588044,6.6065613347,0.8786127098,1.9738331492,0.7982440874,,2.2999475054,,2.4989112222,0.9560111275,4.042928785,6.9374233626,0.92948218,2.1284446816,0.6862466137,0.7366746398,1.1795200167,18.5583998208,1.0181854178,2.010564597,1.9497636812,1.3089409207,,ABV76,,,350,,,,,31.817532,36.418733,123101.198,11.817816,0.287301,6.201909,0.039883,
,ABV85,Y-VEH 3mo,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABV85,,,330,0.0394,11.9393939394,1.74,39.33195158,41.453404,38.022695,2239.191,9.366858,1.19756,3.783405,0.015849,
10,ABV86,Y-VEH 3mo,1,1,1,,,8.609000206,20.5729999542,0.6001935569,0.6636067381,0.0358744516,0.3594342995,0.7879631804,1.0651827563,2.2975557196,0.5714897281,1.1448838213,0.7446843909,,0.6686390003,0.3467816801,2.0699568539,0.7241698818,0.6464457359,1.5316643652,3.1054434351,0.3282118737,0.786380694,0.9717792052,1.8676192835,0.8419460395,0.0833542654,0.7470104177,0.8178453666,0.189845956,1.344714213,0.5212323774,0.4597432929,,1.7154660773,,0.2730617994,0.8123090443,,0.0942998781,0.3774872637,0.2867368832,0.7530407325,0.5173093794,1.1104927764,0.0467464622,0.7856723858,0.5488940441,1.8458696899,0.3992600529,,ABV86,0.0092,2.8571428571,322,0.0428,13.2919254658,1.11,29.4726119792,89.068494,175.033078,1928.567,13.433342,11.845569,5.919,0.026255,
10,ABV87,Y-VEH 3mo,1,1,1,,,8.3380002975,20.2439994812,0.6766586209,0.8641783296,0.4444524881,0.7365216501,0.8498024306,1.1745432343,2.4968353515,0.862023966,0.9045054204,1.2813814956,,0.7580154545,0.6525228132,1.1341415143,1.2766834658,0.9643313407,1.5944963086,1.9859080584,0.6154445704,1.3998774564,0.7561272504,1.1252140636,0.8507463583,1.1570088613,1.0513188601,0.7845300057,0.2575456003,1.4332602099,1.1631196817,1.7849716554,,1.4882332672,,0.5315583036,0.8521036624,0.1708024124,0.3745939454,0.452346293,0.5632316561,0.7478389816,0.7637114344,0.8676595726,0.0837365099,0.8485077963,0.8733316764,1.1489377972,1.220438968,,ABV87,0.0101,3.1172839506,324,0.0445,13.7345679012,1.69,21.8360977345,62.333074,89.963204,1544.47,8.89753,1.19756,7.147983,0.020266,
10,ABV88,Y-VEH 3mo,1,1,1,,,8.3739995956,21.1779994965,0.4841413658,0.6187372089,1.0296108019,0.8211965247,0.6281576349,0.9986829593,0.4115383977,0.8698269857,1.0447801045,0.3860070659,,0.8989416989,0.9088404677,1.1444062223,0.5765028354,0.8812356552,0.855654357,0.0212380916,1.1734030775,0.9953666541,0.809274211,0.9554149975,0.709954951,0.6700774708,0.7275903196,0.6679908197,0.9766409224,1.0802008661,1.0942924137,0.7796495325,,1.1855854531,,1.3097564207,1.2711185722,2.2932601064,0.5634651471,0.7373898572,0.6236461887,0.9086519635,1.0035403526,0.7852369727,5.077082054,0.9767078084,0.5690390779,1.6136195459,1.2740310379,,ABV88,0.0104,2.7956989247,372,,,2.31,7.1464392396,45.920321,42.807451,35317.259,12.054958,0.543056,4.037458,0.062818,
10,ABV89,Y-VEH 3mo,1,1,1,,,8.1590003967,20.5580005646,0.8394404813,0.9410877162,1.825257821,0.7785171448,0.8061946504,1.1934181164,4.0197339264,1.3649053831,1.1860796103,0.9778599212,,0.9039405707,0.7873631555,1.6662443895,0.6941889045,0.8199459037,1.1329622356,0.2765863435,1.1468689885,1.0354803106,1.1709670819,1.1681288269,0.9895197681,0.9824124891,0.8140559523,0.8309881223,0.0847231865,1.4848325041,0.7668416887,0.9388067797,,0.5375980676,,0.7569663267,1.1917660565,0.7750710206,5.6741329994,0.662733661,0.8680198398,0.6112354685,1.0021515398,1.0148031438,0.7234672956,0.8321992518,1.184765187,0.9898621879,2.4056073742,,ABV89,0.0084,2.4852071006,338,0.0506,14.9704142012,1.48,19.2781720927,41.732223,47.730668,12808.422,10.042961,1.022195,4.120792,0.015849,
10,ABV90,Y-VEH 3mo,1,1,1,,,8.2620000839,21.0310001373,0.5308954533,0.8301249401,0.3708993184,0.6758613829,1.0578971398,0.7135566896,0.2985614091,0.6815073352,0.7052466896,0.5782235785,,0.8056920464,0.649364435,0.7762535041,0.4695660735,0.3796125571,0.876666417,0.4954462583,3.0434350725,0.7077439326,0.880686385,3.3851040782,1.3451809693,0.8744213825,0.4863945198,0.7264324076,6.4795771939,0.6826883104,2.1931438905,2.2236051066,,1.3780236161,,1.5149808171,0.9138952308,6.4818271411,0.4513756487,0.861247866,1.3229886441,0.7001812172,0.4866983912,0.9383512562,10.0491403511,1.3195086958,1.8195726842,0.8249050951,0.7897127515,,ABV90,0.0088,2.492917847,353,0.0438,12.4079320113,1.45,15.132407688,53.310657,495.720737,172082.032,10.00631,0.639714,5.019254,0.04368,
3,ABV17,Y-E2 3mo,2,2,1,,,9.085,21.48,1.2618144345,1.1402892799,0.581600303,0.8240476737,1.1058837934,0.9781311733,3.2379923281,0.8127030323,0.9045048129,2.0657994122,,1.0290404831,0.6395370281,0.8465106144,1.2573619523,1.5027450992,1.1361079648,1.3829987444,3.3698860354,1.2305469944,1.1807473818,1.5846891915,1.0896010101,0.9608609584,2.0352408428,0.9909607087,3.1035086634,0.6709605135,1.4499464227,0.8275394084,,1.9273250439,,1.90831567,1.0084222513,5.3755043203,0.7156864196,2.1457766665,1.3696429629,0.7026118808,0.6634684912,3.8110800839,9.4283144398,0.9375709948,1.9366997804,0.8381614601,0.6445660795,,ABV17,0.0144,6.1802575107,233,0.0615,26.3948497854,4.41,140.5133855358,1.291781,23.958849,9047.688,7.327572,80.529272,4.51249,0.012219,
,ABV18,Y-E2 3mo,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABV18,0.0185,6.8773234201,269,0.0605,22.4907063197,4.54,101.4441413599,0.94716804,16.363120368,25366.938576,12.063751392,64.863022056,3.554296,,
3,ABV23,Y-E2 3mo,2,2,1,,,8.768,21.571,0.644163919,0.7151906932,0.6529751193,0.6380757936,0.6580183833,0.8078166894,0.8456306465,0.6210581165,0.8259922123,0.6697525974,,0.9358179067,0.4167054276,0.5361096702,0.5882086939,0.7997385377,0.8562475982,4.5089760491,5.5201206612,0.5503036318,0.7173257554,0.9734642544,0.5754649421,0.5397635968,1.0015257592,0.618952139,1.1328054985,0.6663258507,1.1859141639,0.2824172119,,1.4345516409,,1.4302822147,0.9221669443,7.8104199012,1.6764384424,1.7869508176,1.2361037703,0.776899494,0.5617888348,1.8040007326,12.0419729285,0.8550020852,0.915480036,0.9701636903,0.8353195873,,ABV23,0.0155,5.8270676692,266,0.0572,21.5037593985,5.84,,1.764545,16.723345,31932.356,9.301597,,1.918966,,
3,ABV24,Y-E2 3mo,2,2,1,,,9.236,22.269,1.2375611043,0.7826286708,0.8645971142,0.5941090661,1.6565707206,1.0063274749,3.1581935016,1.6734206955,0.7362155284,1.8799576679,,1.0085619758,0.5449137484,0.8137175791,1.1739736383,1.6240548015,0.7300665782,0.2322579439,5.5855517611,0.9058221701,1.0379236601,1.1811563188,1.1841074039,0.6106423636,1.3978402827,1.102592552,3.1229298728,0.8387424444,2.0279183858,1.2456510028,,2.2983522148,,3.2722882516,1.1345340099,3.2007280693,1.1936662459,2.5114140954,1.2930695382,1.0679172621,0.8669975714,3.4778601587,11.1889276856,0.8385680935,1.4841123702,0.8375806921,1.0009709972,,ABV24,,,237,,,5,,14.622221,33.333009,50000,19.758487,,2.465356,0.040131,
8,ABV71,Y-E2 3mo,2,2,1,,,9.4409999847,21.1819992065,,1.5838114054,0.5513724436,0.874057765,2.0939093942,1.6484374968,7.1458217835,1.4925721326,1.2916364316,,,1.3225292385,0.5824070543,1.7297947596,1.6916135935,1.1092615324,1.7876951254,1.8085074696,0.7483055948,1.2748251253,1.4709018608,1.6542762807,1.5527225387,1.1261503118,4.1936301602,1.2208619422,3.1819246109,1.6868131958,0.7345845206,1.8123977067,,1.8590953593,,0.3570751122,1.4281036996,,3.5612879298,2.2634139532,0.8716376634,1.0229957827,1.0920957292,4.5133534766,0.047861202,1.4600318215,2.1804113195,2.151436749,1.8874007926,,ABV71,0.0119,4.6124031008,258,0.0538,20.8527131783,5.75,96.5713452399,0.488024,11.732597,7996.204,4.263976,54.805206,1.840762,0.00725,
8,ABV72,Y-E2 3mo,2,2,1,,,8.970000267,21.4400005341,0.9709709115,0.9339391566,0.3264874647,0.6656334918,1.3353332241,0.8345670047,2.9940531231,1.9142786657,1.1020585712,1.6605954047,,1.0219331541,0.5056111612,1.1412378785,0.8780651906,1.3394120617,1.0785549453,0.7882901479,1.1248243759,0.6608067633,0.7926192113,0.6737100466,0.7624951308,0.5507237641,1.5682982648,0.7075482135,1.9357593985,1.0727392035,0.6302519941,2.39147406,,1.3895326585,,0.2832800302,0.879101062,,0.9033769098,1.2120930355,0.4896424903,0.8315065064,0.7552890043,2.0030519528,0.0577113921,0.7641886584,1.188878488,1.2989093407,1.1610254902,,ABV72,0.0153,5.5434782609,276,0.0598,21.6666666667,5.69,80.4399542494,0.346159,10.958752,13546.245,4.745624,47.009373,2.873967,0.020266,
8,ABV75,Y-E2 3mo,2,2,1,,,8.5249996185,21.0949993134,1.2315706907,0.9655345923,0.8919899222,0.6288553682,0.9152252579,0.8846019798,3.0127890127,0.8015138687,0.7387715851,1.7577140525,,0.8516304202,0.4860242002,0.7359089385,0.9756255416,1.1046574259,1.0063277463,0.9684829664,0.7323977831,0.6472068209,0.8182991856,0.693610951,0.9671419028,1.1277117115,1.952332792,0.8496257222,3.0354257022,0.8260491479,0.7149919657,0.9252392347,,1.3895317399,,0.4414430528,0.8196615039,0.2500690713,2.1785971496,0.6419352404,0.7763605509,0.6219195119,0.7895480163,2.1305111307,0.2335817052,0.7652476949,0.8137172219,0.9001893845,1.0885443506,,ABV75,0.0119,4.837398374,246,0.0543,22.0731707317,5.59,133.9668935264,0.475249,23.752696,18818.178,4.153512,6.703576,3.212429,0.024005,
9,ABV79,Y-E2 3mo,2,2,1,,,8.906999588,21.156999588,1.075121936,0.9595295052,1.2562284057,0.7715332449,1.5715622939,0.9856167001,1.6714489152,1.0415987688,0.9966780696,1.2139424201,,0.917830205,0.6570611382,0.9003760141,0.8510990403,1.2937865987,1.2562294022,0.3421733082,0.8239903836,0.7574906088,0.9117438438,1.0520478481,0.8211965247,1.3262929429,2.1497947596,0.8390912993,3.6197761394,1.3106658231,0.9706337435,0.7861615657,,1.1757648612,,0.6422912778,0.9835693805,0.7246711614,1.7488420713,0.7440642002,0.7243707734,0.9698265307,0.8409538379,2.0522389714,0.3255608847,1.0395794654,0.8250765528,0.9715089286,1.5490664788,,ABV79,0.0132,4.9253731343,268,0.0532,19.8507462687,4.05,76.0979736987,1.170369,17.532774,12396.707,2.011293,23.534057,4.370714,0.012215,
9,ABV80,Y-E2 3mo,2,2,1,,,9.1300001144,21.2520008087,1.1427426908,0.9430462353,0.0633768487,0.8098906125,0.7428789907,1.1607840659,1.4662175026,1.1040459637,1.3910742586,0.8837442104,,0.9364666178,0.6731968461,1.6639362519,1.1083399111,1.4565953603,1.3727788653,0.3522813244,0.3077222852,1.0967991444,1.0902816206,1.6101551265,2.0587955857,0.7161831486,2.0650823616,1.1630389537,1.5560635915,0.6458625305,0.8162018959,1.2869009734,,1.682493253,,0.4915127971,0.9279378249,0.0732716841,0.2608694898,0.7307758669,0.3796653079,0.8924236474,0.7361644731,2.0565126517,0.0430453022,0.7350932037,0.4526913711,1.9701433032,0.6686856765,,ABV80,0.0121,4.7450980392,255,0.0532,20.862745098,4.05,,0.449632,19.403392,7720.675,4.890233,72.530988,3.835094,0.026255,
4,ABV31,MA-VEH 3mo,3,1,2,1,,9.5550003052,21.7070007324,1.4424287726,1.3410850959,1.4611467844,1.3414567709,1.676206475,1.6178755823,3.0253460291,1.6458141173,1.3464862569,1.6686711042,,0.9864373163,0.9006880624,1.9883904587,1.6998412623,1.2402240384,1.3445277336,0.6786783983,1.0850042337,1.5414622153,1.3619756699,1.8767017681,1.4013325241,1.6741164758,1.543494347,1.5187670454,0.6703097918,1.5024327288,1.2133546799,1.6042499913,,1.1341406146,,0.492877026,1.1615895718,1.8913299557,1.7415833186,0.9281958572,0.9664725147,1.0201635695,1.3389480151,1.479593143,0.1789961319,1.3669879254,1.2875246793,1.1944111146,2.6142554636,,ABV31,0.0092,2.2828784119,403,0.0499,12.382133995,2.2,19.5417897333,37.387427,33.285013,2452.613,4.766868,3.292372,3.578527,,
4,ABV32,MA-VEH 3mo,3,1,2,1,,9.1000003815,21.466999054,1.3282259579,1.144248731,0.5811978183,1.0583373764,1.1058835595,1.0607609022,0.2928229798,1.2048058165,1.0447807952,1.389628924,,1.0983211557,1.0592922009,0.9825487449,1.8005032596,0.9990303991,1.1583741144,0.4057889055,,1.0922474863,0.8806869672,0.8724835667,1.0005554911,0.4479468533,1.2211165074,1.1743808193,,1.0176913786,,,,3.3186608831,,3.074390425,1.3548193796,5.9232970266,0.6136127364,1.5225609245,1.8905434692,1.0308253184,0.9973008686,0.9891088115,,1.1842714208,,2.0143314789,0.5789059502,,ABV32,0.0154,4.4637681159,345,0.0511,14.8115942029,3.15,21.3826891946,28.718981,40.535198,4525.692,5.453974,3.12524,3.263444,0.010003,
4,ABV33,MA-VEH 3mo,3,1,2,1,,8.9639997482,21.5270004272,1.1007598368,0.8780650745,1.6246174442,0.8257625221,0.7616501273,0.9781311888,1.9400562213,1.0903570101,0.9987535995,2.0458484785,,0.7664693014,0.7225150806,1.1725090794,1.4716135768,1.40600289,1.0112216539,0.1996852473,0.3254934026,1.3043213462,1.0880166036,1.0169153427,1.0117122848,1.1418703919,1.0418877181,1.0131866781,0.3844587772,0.9891757667,0.6524774376,1.4528646232,,0.7232670371,,0.5689206765,0.9266518017,0.5757037877,,0.6956819737,0.6007342531,0.7866531303,1.0793031043,0.9455329619,0.0971258678,0.7668412832,0.7800289422,0.7291565785,1.4463323276,,ABV33,0.0147,3.3870967742,434,0.043,9.9078341014,2.2,16.9087733268,18.230465,24.714533,1125.308,5.781187,2.371135,2.93103,0.007467,
4,ABV34,MA-VEH 3mo,3,1,2,1,,9.4589996338,21.5659999847,1.5470286472,1.218748375,0.2552705497,1.0903557127,1.5232992476,1.3689782607,4.6110648762,2.1641491837,1.3408975243,2.8593754279,,1.1521273655,1.0951276429,1.4975444043,2.0033292366,1.7285961453,1.3871267202,1.6265303828,1.643418253,1.3115744698,1.5644979706,2.1349469618,1.6299184091,2.2726883934,1.6750432216,1.289577638,1.6654356819,1.8369335059,1.1157386526,,,1.9828826202,,0.9146551649,1.2510147939,11.246464777,0.6562869032,1.0171265757,1.910301575,0.9061357177,1.0527039937,1.5413544128,1.2657556401,1.8162972725,1.0640754622,0.7306740429,3.08878448620125E-005,,ABV34,0.0025,0.6756756757,370,0.0422,11.4054054054,2.34,18.5791230572,383.42724,122.285293,50000,,,2.308983,1.712261,
7,ABV67,MA-VEH 3mo,3,1,2,1,,8.6759996414,21.4279994965,0.8074804484,0.8946530394,0.4101148758,1.0387151897,0.9045044638,0.7397450292,2.2722146078,0.8680199545,0.8963913084,1.1725909298,,0.9077075085,0.728549416,0.777330802,1.0463751751,1.0313965009,0.8870578422,22.0514300286,0.4858892172,0.6965499239,0.8459824871,0.8755126797,0.8513359311,1.1634420345,0.6699841043,0.6456832411,0.487643701,0.8300663364,0.7269862875,1.1518072341,,1.0136782625,,0.6775034641,0.8497434488,1.4058090264,0.4949655132,0.4345213557,0.7065188667,0.6992108405,0.862202569,0.8357829083,0.5656569218,0.7521018936,1.0909619005,0.2892323688,1.5512152743,,ABV67,0.0085,2.3035230352,369,0.0425,11.5176151762,2.21,17.6778415626,19.666692,37.043064,4436.537,4.299807,0.872431,2.092096,,
7,ABV68,MA-VEH 3mo,3,1,2,1,,8.7589998245,21.8439998627,1.0227821139,1.0961152246,0.1647214106,1.0896013327,1.225354556,0.5038615064,3.3429000401,0.858446045,0.8248477323,1.1389465039,,0.5289854947,0.4900837239,0.4564722405,1.5479949371,1.2265456789,0.7042208773,1.0888461791,1.7323121968,0.7995720663,0.8554173955,0.8761194156,0.9067646347,0.8841722897,1.1738099054,0.9909611646,3.0354277087,0.899565147,1.4610444056,0.5683684117,,2.0814659037,,2.1966405689,0.9408916528,7.6179369564,0.7875262895,0.9211452249,2.0659428238,0.6146344518,0.6075603413,1.1496536116,16.2683934392,0.9814583191,1.0018035443,0.5271553718,0.9769787564,,ABV68,0.0094,2.1412300683,439,0.0516,11.7539863326,2.61,20.9528810013,100.786962,53.140828,50000,42.224464,15.034656,3.643974,0.339931,
